Timestamp,Filename,Prediction,Confidence
2026-05-26 23:09:08,image_2026-05-26_225245684.png,automobile,90.31
2026-05-26 23:09:13,eb5b8f399ac04cca35e74138d81b2dde.gif,frog,99.69
2026-05-26 23:11:59,cat-scuba.gif,bird,95.05
2026-05-26 23:14:18,Sequence Diagram.drawio (1).png,airplane,64.63
2026-05-26 23:57:05,cat-scuba.gif,bird,95.05
